timestamp	state	soc_percent	battery_voltage_v	battery_current_a	battery_temp_c	power_kw	soh_percent	battery_degradation_percent	vehicle_speed_kmph	state_refined
1/1/2026 0:08	Idle	81.988	391.49	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:08	Idle	81.988	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.988	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.987	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.987	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.987	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.987	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:09	Idle	81.986	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.986	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.986	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.986	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.986	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.985	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:10	Idle	81.985	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.985	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.985	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.984	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.984	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.984	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:11	Idle	81.984	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.983	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.983	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.983	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.983	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.983	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:12	Idle	81.982	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.982	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.982	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.982	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.981	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.981	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:13	Idle	81.981	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.981	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.98	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.98	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.98	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.98	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:14	Idle	81.98	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.979	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.979	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.979	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.979	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.978	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:15	Idle	81.978	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.978	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.978	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.977	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.977	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.977	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:16	Idle	81.977	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.977	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.976	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.976	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.976	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.976	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:17	Idle	81.975	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.975	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.975	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.975	391.48	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.974	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.974	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:18	Idle	81.974	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.974	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.974	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.973	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.973	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.973	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:19	Idle	81.973	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.972	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.972	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.972	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.972	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.972	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:20	Idle	81.971	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.971	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.971	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.971	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.97	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.97	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:21	Idle	81.97	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.97	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.969	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.969	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.969	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.969	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:22	Idle	81.969	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.968	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.968	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.968	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.968	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.967	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:23	Idle	81.967	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.967	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.967	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.966	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.966	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.966	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:24	Idle	81.966	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.966	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.965	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.965	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.965	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.965	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:25	Idle	81.964	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.964	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.964	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.964	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.963	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.963	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:26	Idle	81.963	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.963	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.963	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.962	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.962	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.962	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:27	Idle	81.962	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.961	391.47	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.961	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.961	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.961	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.96	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:28	Idle	81.96	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.96	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.96	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.96	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.959	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.959	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:29	Idle	81.959	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.959	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.958	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.958	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.958	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.958	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:30	Idle	81.957	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.957	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.957	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.957	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.957	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.956	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:31	Idle	81.956	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.956	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.956	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.955	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.955	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.955	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:32	Idle	81.955	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.955	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.954	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.954	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.954	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.954	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:33	Idle	81.953	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.953	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.953	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.953	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.952	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.952	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:34	Idle	81.952	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.952	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.952	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.951	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.951	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.951	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:35	Idle	81.951	391.46	-0.12	26	-0.047	95	5	0	Idle
1/1/2026 0:36	Idle	81.95	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:36	Idle	81.95	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:36	Idle	81.95	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:36	Idle	81.95	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:36	Idle	81.949	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:36	Idle	81.949	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.949	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.949	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.949	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.948	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.948	391.46	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:37	Idle	81.948	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.948	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.947	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.947	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.947	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.947	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:38	Idle	81.946	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.946	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.946	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.946	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.946	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.945	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:39	Idle	81.945	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.945	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.945	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.944	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.944	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.944	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:40	Idle	81.944	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.943	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.943	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.943	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.943	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.943	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:41	Idle	81.942	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.942	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.942	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.942	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.941	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.941	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:42	Idle	81.941	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.941	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.94	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.94	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.94	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.94	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:43	Idle	81.94	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.939	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.939	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.939	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.939	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.938	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:44	Idle	81.938	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.938	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.938	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.937	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.937	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.937	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:45	Idle	81.937	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.937	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.936	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.936	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.936	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.936	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:46	Idle	81.935	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.935	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.935	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.935	391.45	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.935	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.934	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:47	Idle	81.934	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.934	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.934	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.933	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.933	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.933	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:48	Idle	81.933	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.932	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.932	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.932	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.932	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.932	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
1/1/2026 0:49	Idle	81.931	391.44	-0.12	26	-0.047	94.999	5.001	0	Idle
