timestamp,state_refined,state,soh_percent,battery_degradation_percent,soc_percent,vehicle_speed_kmph,battery_current_a,battery_voltage_v,battery_temp_c,power_kw
2026-01-01 00:12:20,Idle,Idle,100,0,79.999,0,-0.1,395,25,-0.04
2026-01-01 00:12:30,Idle,Idle,100,0,79.999,0,-0.1,395,25,-0.04
2026-01-01 00:12:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:12:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:13:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:14:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:15:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:16:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:17:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:18:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:19:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:00,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:10,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:20,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:30,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:40,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:20:50,Idle,Idle,100,0,79.998,0,-0.1,395,25,-0.04
2026-01-01 00:21:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:21:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:21:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:21:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:21:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:21:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:22:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:23:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:24:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:25:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:26:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:27:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:30,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:40,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:28:50,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:29:00,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:29:10,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:29:20,Idle,Idle,100,0,79.997,0,-0.1,395,25,-0.04
2026-01-01 00:29:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:29:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:29:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:30:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:31:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:32:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:33:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:34:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:35:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:36:50,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:00,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:10,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:20,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:30,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:40,Idle,Idle,100,0,79.996,0,-0.1,395,25,-0.04
2026-01-01 00:37:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:38:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:39:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:40:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:41:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:42:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:43:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:44:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:20,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:30,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:40,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:45:50,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:46:00,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:46:10,Idle,Idle,100,0,79.995,0,-0.1,395,25,-0.04
2026-01-01 00:46:20,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:46:30,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:46:40,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:46:50,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:00,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:10,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:20,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:30,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:40,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:47:50,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:00,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:10,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:20,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:30,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:40,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:48:50,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:00,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:10,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:20,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:30,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:40,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:49:50,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:00,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:10,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:20,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:30,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:40,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:50:50,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:51:00,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
2026-01-01 00:51:10,Idle,Idle,100,0,79.994,0,-0.1,395,25,-0.04
